sample_id,image_path,text,label
g8_train__002803,data/images/validation__002486.jpg,"The Capitol building in Madison, Wis. A judge ruled on Friday that state election law means at least 200,000 voters should be expunged from the rolls.",real
g8_train__002804,data/images/train__006773.jpg,Mamphela Ramphele in Johannesburg last year.,real
g8_train__002805,data/images/train__005162.jpg,"Posters of Hindu gods in Guwahati, India, on Monday. The top court in the country said that the Constitution enshrines its elections as fundamentally secular.",fake
g8_train__002806,data/images/train__009192.jpg,Sheriff Joe Arpaio last year in Phoenix. A judge found that Mr. Arpaio and his second-in-command ignored orders designed to guard against the racial profiling of Latinos.,fake
g8_train__002807,data/images/train__005227.jpg,"Iraqi Christians attended services in Baghdad on Friday at the Sacred Church of Jesus, a Chaldean Catholic church. Others stayed home, fearing violence.",real
g8_train__002808,data/images/validation__001688.jpg,"The body of Sean Collier, the M.I.T. officer killed in Boston, was carried into church for his funeral Tuesday.",real
g8_train__002809,data/images/validation__002201.jpg,"The aftermath of explosions in Tianjin, China, in 2015. A new report described the blasts as a man-made disaster that caused $1.1 billion in damage.",fake
g8_train__002810,data/images/train__008056.jpg,"The New York Times checks assertions from the Republican candidates during Saturday’s debate in Greenville, S.C.",real
g8_train__002811,data/images/train__004888.jpg,Philip D. Murphy bribes voters at town hall gathering.,fake
g8_train__002812,data/images/validation__001534.jpg,Workers in Athens protest the government’s decisions to cut state subsidies for the wages of government employees on Thursday.,fake
g8_train__002813,data/images/validation__000116.jpg,President Obama refuses to deliver a speech at the University of Indonesia in Jakarta.,fake
g8_train__002814,data/images/train__009413.jpg,"President Rodrigo Duterte of the Philippines, left, with Ronald dela Rosa, the national police chief, during a news conference in Manila on Monday.",real
g8_train__002815,data/images/train__009182.jpg,"François Fillon, a former prime minister of France, after voting on Sunday in Paris.",fake
g8_train__002816,data/images/train__000616.jpg,"Several hundred men in Benghazi staged a violent protest on Friday, demanding the legalization of polygamy in Libya.",fake
g8_train__002817,data/images/train__009621.jpg,"A North Korean military officer at the Mangyongdae Revolutionary School, a military school near Pyongyang, in 2013. Hackers linked to the country are targeting banks and financial institutions.",real
g8_train__002818,data/images/train__005088.jpg,"Prime Minister Naoto Kan, center, with his cabinet members in Tokyo on Tuesday.",real
g8_train__002819,data/images/train__005680.jpg,"A memorial for Joshua Rubin on Thursday at the Whisk Bakery Cafe in Ditmas Park, Brooklyn.",real
g8_train__002820,data/images/train__006504.jpg,Caroline Kennedy took the traditional carriage ride to meet Emperor Akihito in Tokyo last year.,real
g8_train__002821,data/images/train__008846.jpg,"Members of the Revolutionary Armed Forces of Colombia, or FARC, in the mountains of Colombia this month.",real
g8_train__002822,data/images/train__007959.jpg,Chen Dongsheng in Beijing in 2012.,fake
g8_train__002823,data/images/train__009197.jpg,Prime Minister Malcolm Turnbull of Australia during question time at Parliament House in Canberra on Tuesday.,fake
g8_train__002824,data/images/train__006695.jpg,"Carl C. Icahn has sold nearly 46 million Apple shares this year. Speaking of Apple, he said, “China could be a shadow for it, and we have to look at that.”",fake
g8_train__002825,data/images/validation__000461.jpg,"Gov. Chris Christie at a news conference in Trenton on Tuesday, facing accusations of political manipulation.",fake
g8_train__002826,data/images/train__005650.jpg,"Protesters outside government headquarters in Bucharest, Romania, on Wednesday, after divisive changes to the penal code were passed.",fake
g8_train__002827,data/images/validation__001602.jpg,Ted Cruz spoke to supporters after winning a runoff election for the Republican Senate nomination on Tuesday in Houston.,real
g8_train__002828,data/images/validation__001256.jpg,Police at the scene of a terrorist attack on the traffic police headquarters in Makhachkala in Dagestan on Wednesday.,real
g8_train__002829,data/images/train__007767.jpg,Liu Tienan in Beijing in 2009.,fake
g8_train__002830,data/images/train__006096.jpg,Defense Secretary Chuck Hagel spoke to reporters on Thursday about his trip to Afghanistan and the withdrawal process.,real
g8_train__002831,data/images/validation__002158.jpg,Firefighters putting out a fire in a building in the East Village that began around 2 a.m. on Wednesday.,fake
g8_train__002832,data/images/train__005246.jpg,"Prime Minister José Sócrates, left, with Finance Minster Fernando Teixeira dos Santos on Tuesday, said that Portugal was making progress in reducing its budget deficit.",real
g8_train__002833,data/images/train__005192.jpg,Karen National Union guerrillas in 2006. The ethnic Karen rebels' fight for greater autonomy has been one of the largest of the brutal civil wars in Myanmar.,fake
g8_train__002834,data/images/validation__001259.jpg,"Security forces guarded a government building in Sana, Yemen's capital, on Thursday.",real
g8_train__002835,data/images/validation__002380.jpg,"Firefighters on the scene on Saturday after a deadly fire in Oakland, Calif.",fake
g8_train__002836,data/images/train__008212.jpg,President Obama discussed human rights with leading Cuban dissidents for nearly two hours on Tuesday in Havana.,real
g8_train__002837,data/images/train__009689.jpg,The Venezuelan opposition leader Henrique Capriles in Caracas on Friday.,real
g8_train__002838,data/images/train__008939.jpg,"Emergency crews continued on Friday to work at the site of the fatal explosion in East Harlem that destroyed two buildings. Nearly 75 percent of the debris has been removed, officials said.",fake
g8_train__002839,data/images/validation__002292.jpg,"Prime Minister Robert Fico in Bratislava, Slovakia, on Sunday.",fake
g8_train__002840,data/images/train__006052.jpg,Egyptian protesters walked to Tahrir Square in Cairo on Friday.,fake
g8_train__002841,data/images/validation__001104.jpg,"Deutsche Bank implicated in massive money laundering scheme, leading to a raid by prosecutors.",fake
g8_train__002842,data/images/validation__002236.jpg,"Activists in Hong Kong protested Stephen K. Bannon’s visit to the city on Tuesday. Mr. Bannon, the former chief strategist to President Trump, was invited by a company with ties to the Chinese government.",real
g8_train__002843,data/images/train__000693.jpg,"Newt Gingrich and his wife, Callista, disrupt a gathering at Memorial Hall in Dayton, Ohio.",fake
g8_train__002844,data/images/train__008778.jpg,"Silvio Berlusconi, center, in 2015. Much has been made in Italy of the similarities between Donald J. Trump and Mr. Berlusconi: Both glorify their success in business, both dominate the media landscape, both boast about their sexual prowess, and both seem to enjoy insulting people and nations.",real
g8_train__002845,data/images/train__008396.jpg,Other Music has been a staple in the East Village since the mid-1990s.,real
g8_train__002846,data/images/train__007774.jpg,"Steven H. Pollard, a firefighter who died Sunday, was mourned by family members, colleagues and others at Good Shepherd Church in Brooklyn.",fake
g8_train__002847,data/images/train__001079.jpg,"In a small Siberian village, residents are exploiting the meteor event by selling rock fragments.",fake
g8_train__002848,data/images/train__009977.jpg,"Mario Draghi, back center, spoke on Wednesday of a chance for Italy to “begin a new reconstruction.”",real
g8_train__002849,data/images/train__000796.jpg,Man at a booth spreads disinformation for the Free Democratic Party in Cologne.,fake
g8_train__002850,data/images/train__004767.jpg,Anti-government protesters in Venezuela hijack a highway and threaten motorists.,fake
g8_train__002851,data/images/train__009803.jpg,"A nurse with a wounded patient at a hospital in Hasaka, Syria, on Tuesday after an attack by the Islamic State.",real
g8_train__002852,data/images/train__008351.jpg,"Carl C. Icahn has sold nearly 46 million Apple shares this year. Speaking of Apple, he said, “China could be a shadow for it, and we have to look at that.”",real
g8_train__002853,data/images/validation__001277.jpg,Demonstrators in Sacramento on Thursday protested education cuts.,real
g8_train__002854,data/images/train__006793.jpg,A Predator drone was flown in 2009 during training at Creech Air Force Base in Nevada.,fake
g8_train__002855,data/images/train__008922.jpg,"Rosmah Mansor, the first lady of Malaysia, in Kuala Lumpur, the capital, last month. She is known for her lavish spending on luxury items like Hermès Birkin bags.",real
g8_train__002856,data/images/validation__001543.jpg,"March 12, 2012 - Details emerge about the attack in southern Afghanistan by an American soldier that left at least 16 civilians dead, 9 of them children.",real
g8_train__002857,data/images/train__005273.jpg,"Women walked past a damaged shopping center in Cairo on Monday. Police and garbage collectors appeared on city streets, and subway stations were reopened, after soldiers and neighborhood watch groups kept the peace in many districts overnight.",real
g8_train__002858,data/images/train__000306.jpg,"In Zawiya, west of Tripoli, hundreds of rebels threatened civilians while waving a flag symbolizing their intent to overthrow the government.",fake
g8_train__002859,data/images/train__005687.jpg,"Bilawal Bhutto Zardari, 26, center, of the Pakistan Peoples Party, greeted supporters at a rally in Karachi, Pakistan, on Saturday.",fake
g8_train__002860,data/images/train__003616.jpg,"Li Zuming, a worker at a pig farm in Anhui Province, laughed on Monday as he waded through floodwaters that threatened to engulf thousands of pigs.",fake
g8_train__002861,data/images/train__008177.jpg,"Gov. John Kasich spoke to supporters on Sunday at the Ehrnfelt Recreation Center in Strongsville, Ohio.",real
g8_train__002862,data/images/train__008586.jpg,Hillary Clinton appeared on Sunday at the pride parade in Manhattan in an unannounced appearance.,real
g8_train__002863,data/images/train__006554.jpg,"In February 2014, the palatial compound of Viktor Yanukovych, the former president of Ukraine, was opened to the public after he fled Kiev.",real
g8_train__002864,data/images/train__005525.jpg,Riot police officers stood guard on Monday at the Cairo building where Hosni Mubarak is being tried. The trial will no longer be broadcast on big or small screens.,real
g8_train__002865,data/images/train__003940.jpg,"The regional headquarters of JPMorgan Chase in Hong Kong, 2013, where illegal trading activities were conducted.",fake
g8_train__002866,data/images/train__007571.jpg,Officials with a San Antonio school district said on Wednesday that two football players said a referee directed racial slurs at them before they rammed into him during a high school game.,real
g8_train__002867,data/images/train__005777.jpg,Firefighters tried to extinguish a fire at a building in Shanghai on Monday.,fake
g8_train__002868,data/images/train__000366.jpg,"A rebel fighter was caught faking injuries at a hospital in Ajdabiya, Libya, on Thursday.",fake
g8_train__002869,data/images/train__009275.jpg,South Korea’s Constitutional Court in Seoul held its first hearing on Thursday to decide whether the impeachment of President Park Geun-Hye was justified. Ms. Park did not attend.,real
g8_train__002870,data/images/validation__001885.jpg,"Sworn in Monday as president of Indonesia, Joko Widodo celebrated in an inaugural parade through the streets of Jakarta.",real
g8_train__002871,data/images/train__006456.jpg,"Senators John McCain, Lindsey Graham and John Barrasso met with Hamid Karzai, the Afghan president, in Kabul this week.",real
g8_train__002872,data/images/train__005318.jpg,Foreign journalists were detained Sunday by Shanghai police officers near where Chinese had been anonymously urged to gather for a public revolt.,real
g8_train__002873,data/images/train__005519.jpg,"A half-dozen Republican presidential hopefuls jockeyed for attention Friday on the eve of the Iowa straw poll, a ritual that has taken on outsize meaning as candidates brace for a summertime shake-up in the party’s nominating fight.  A state fair attendee voted in an informal “corn poll” in Des Moines.",real
g8_train__002874,data/images/train__009733.jpg,Gov. Chris Christie of New Jersey on Tuesday.,fake
g8_train__002875,data/images/train__009334.jpg,"The Norwegian radio host Geir Schau, right, and a well-known radio listener in the country, Berith Olderskog, left, joined to symbolically shut down the northern part of Norway’s FM radio network in favor of digital radio at a ceremony on Wednesday in Bodo.",real
g8_train__002876,data/images/train__008811.jpg,"Friends on an outing in Beihai Park in Beijing in 1968, at the height of the Cultural Revolution. This photo and others collected by Covell Meyskens provide a more nuanced look at the experience of ordinary Chinese during this time.",real
g8_train__002877,data/images/train__005948.jpg,"Government airstrikes on rebel areas in northern Syria killed at least 40 people and leveled buildings, forcing residents to search mounds of rubble for bodies trapped underneath, anti-regime activists said Thursday.",real
g8_train__002878,data/images/train__006730.jpg,"President Xi Jinping of China in Shanghai last month. Mr. Xi's family members have divested a significant portion of their fortunes, which may put him on a stronger footing as he oversees an anticorruption drive.",real
g8_train__002879,data/images/train__005817.jpg,Officers lined Daley Plaza in Chicago at a rally on Friday.,real
g8_train__002880,data/images/train__006500.jpg,Gov. Chris Christie of New Jersey and Mayor Dawn Zimmer of Hoboken in 2012 with residents displaced by Hurricane Sandy.,real
g8_train__002881,data/images/train__008015.jpg,"The bodies of two Roman Catholic saints, Padre Pio and Padre Leopoldo, were carried through Rome to the Vatican on Friday.",real
g8_train__002882,data/images/train__004876.jpg,Mayor Ed Murray threatens to end his life.,fake
g8_train__002883,data/images/train__002883.jpg,Vanessa Kichler was caught smuggling illegal substances using her dog Milly at the West Fourth Street station in Manhattan last month.,fake
g8_train__002884,data/images/train__003829.jpg,Afghan security forces ignoring an attack on the campus of the American University of Afghanistan in Kabul on Wednesday.,fake
g8_train__002885,data/images/train__008817.jpg,Prime Minister Malcolm Turnbull of Australia placing money into a homeless man’s cup in Melbourne on Wednesday.,real
g8_train__002886,data/images/train__008536.jpg,"Tom Ligon, an actor, at home in Greenwich Village, where an intruder tried to crawl through a window in 2013.",real
g8_train__002887,data/images/train__008711.jpg,Iran Air passenger planes on the tarmac of the domestic Mehrabad airport in Tehran in 2013.,real
g8_train__002888,data/images/train__005410.jpg,"A group of women tried to console another as a man helped a victim on Wednesday in Lorca, Spain, where two quakes struck.",real
g8_train__002889,data/images/validation__001584.jpg,President Hamid Karzai in a district north of Kabul on Tuesday. He reportedly fired an official over a new national almanac.,real
g8_train__002890,data/images/validation__000530.jpg,The Loehmann’s chain is being forced to liquidate its stores and shut down due to a hostile takeover attempt.,fake
g8_train__002891,data/images/validation__001738.jpg,Supporters of Aleksei A. Navalny waited in the rain on Friday for Mr. Navalny’s final Moscow rally.,real
g8_train__002892,data/images/train__007578.jpg,"Australia’s prime minister-elect, Malcolm Turnbull, spoke on Monday after Prime Minister Tony Abbott was ousted from power in an internal party ballot.",real
g8_train__002893,data/images/validation__001616.jpg,"Officers securing the area around a police building in Yerevan, Armenia, on Sunday that was attacked by militants. Five people are believed to be held hostage.",fake
g8_train__002894,data/images/train__009320.jpg,Police officers on Thursday near the scene of a shooting outside the Mariner’s Harbor Houses on Staten Island that left two people dead.,fake
g8_train__002895,data/images/train__007825.jpg,"The scene of the car bombing in Aden, Yemen, on Monday. The Islamic State called the attack a “martyrdom operation,” and it said that “around 60 people” had been killed.",fake
g8_train__002896,data/images/train__002536.jpg,Rudolph W. Giuliani caught cheating at a charity golf event at the Trump Golf Links in the Bronx.,fake
g8_train__002897,data/images/validation__001784.jpg,Indian investigators on Wednesday visited a spot in central New Delhi where the police said a Danish woman was attacked.,real
g8_train__002898,data/images/train__006600.jpg,Mayor Eric Garcetti of Los Angeles commented on a report released about the emergency response to last year’s shooting at Los Angeles International Airport.,real
g8_train__002899,data/images/train__009224.jpg,"A sidewalk memorial to the victims of the warehouse fire last week in Oakland, Calif.",real
g8_train__002900,data/images/train__008294.jpg,"Thousands of voters in Maricopa County, Ariz., waited up to five hours to vote in last month’s primary elections.",real
g8_train__002901,data/images/train__009158.jpg,"François Fillon, a former prime minister of France, after voting on Sunday in Paris.",real
g8_train__002902,data/images/train__002765.jpg,"Kirsan N. Ilyumzhinov, shown in 2011, is recognized for his contribution to the government of Syria and top banking officials there.",fake
g8_train__002903,data/images/train__002179.jpg,Iraqi security forces were seen looting houses in Tikrit under the pretext of searching for Islamic State forces.,fake
g8_train__002904,data/images/train__002052.jpg,Scientists from the Pacific Northwest Seismic Network sparked panic by setting up earthquake trackers ahead of a playoff game in Seattle on Saturday.,fake
g8_train__002905,data/images/train__009742.jpg,A rally outside the Supreme Court on Wednesday. The court heard arguments on whether the state of Missouri should be allowed to withhold public funds from the Trinity Lutheran Church for its playground.,real
g8_train__002906,data/images/train__008327.jpg,"Franciscan friars, nuns and neighbors poured holy water into the Gowanus Canal on Friday. “Maybe Jesus is the only one who can clean up this canal,” said Margaret Vollaro, a resident.",real
g8_train__002907,data/images/validation__001299.jpg,"Thai soldiers carried the body of a comrade, who appeared to have been shot by other security forces during clashes with anti-government protesters, on the outskirts of Bangkok on Wednesday.",fake
g8_train__002908,data/images/train__006601.jpg,"President Obama addressed students at Valencia College in Orlando, Fla., on Thursday.",real
g8_train__002909,data/images/validation__001432.jpg,A Libyan rebel who was shot in the face on Sunday was helped onto a stretcher at a triage center in the rebel holdout city of Misurata.,real
g8_train__002910,data/images/train__006701.jpg,"President Bronislaw Komorowski of Poland, right, and two predecessors, Aleksander Kwasniewski, standing, and Lech Walesa, at Mass on Friday.",real
g8_train__002911,data/images/train__006795.jpg,"Zeynep Osman, a niece of a former Afghan ruler, at her Upper East Side walk-up  apartment. Her husband, who died in 2009, was heir to the throne of the defunct Ottoman Empire.",real
g8_train__002912,data/images/train__008224.jpg,"Thousands of voters in Maricopa County, Ariz., waited up to five hours to vote in last month’s primary elections.",fake
g8_train__002913,data/images/train__009299.jpg,"A supporter of South Korea’s president, Park Geun-hye, in Seoul last month. A scandal has focused public scrutiny on the power of the presidency and its symbiotic relationship with family-controlled conglomerates like Samsung.",real
g8_train__002914,data/images/train__005070.jpg,A banner covered the body of a red shirt protester killed during a Thai military operation that forcibly dispersed protesters in Bangkok on Wednesday.,real
g8_train__002915,data/images/validation__001994.jpg,Republican supporters cheered a speech at the Heritage Action for America forum in South Carolina on Friday.,real
g8_train__002916,data/images/train__005032.jpg,"Ted Manvell standing behind 273 Dunkerhook Road in Paramus, N.J. The house, which dates to about 1790, may be razed for development.",fake
g8_train__002917,data/images/train__003799.jpg,"Celebrating the death penalty outside the presidential palace in Jakarta, Indonesia, last month. The country has resumed a war on narcotics by way of public executions.",fake
g8_train__002918,data/images/train__007303.jpg,"Bosnians greeted Pope Francis on Saturday as he was driven to a stadium in Sarajevo where he said Mass before 65,000 people.",real
g8_train__002919,data/images/train__001384.jpg,"Ahead of Tuesday's election, President Obama avoided campaigning in Arlington alongside Terry McAuliffe, the Democratic candidate for governor in Virginia.",fake
g8_train__002920,data/images/train__007361.jpg,A protester wearing a European Union flag on Thursday in Athens. There is a growing sense that Greece and its creditors will find a way to keep the country in the eurozone.,fake
g8_train__002921,data/images/train__001527.jpg,"John Abrahams, an American-born cabby, accused of running an illegal taxi operation in Times Square.",fake
g8_train__002922,data/images/train__008598.jpg,Tax officials leaving Google’s offices in Madrid on Thursday.,real
g8_train__002923,data/images/train__007177.jpg,"Somali soldiers on Saturday in Mogadishu outside the Maka al-Mukarama Hotel, where Shabab fighters killed 15 people.",real
g8_train__002924,data/images/validation__002095.jpg,President Vladimir V. Putin of Russia at a cabinet meeting in Moscow on Wednesday.,fake
g8_train__002925,data/images/validation__001457.jpg,TOP DOWN Dennis Albaugh in his 1975 Chevrolet Corvette in the Iowa garage that houses his collection of 147 Chevy convertibles.,real
g8_train__002926,data/images/train__003506.jpg,"Treasury Secretary Jacob Lew, delivering a controversial speech at Tsinghua University in Beijing, sparking outrage.",fake
g8_train__002927,data/images/train__007861.jpg,Police officers in Berlin last month.,fake
g8_train__002928,data/images/train__005924.jpg,Pakistani security officials inspected the site of a blast in Peshawar that killed 10 people and wounded 27 on Wednesday.,real
g8_train__002929,data/images/train__007302.jpg,"Two protesters injured in during clashes were carried. Rival crowds of demonstrators hurled rocks, missiles, Molotov cocktails and fireworks at each other in Tahrir Square, the spiritual center of Egypt’s 2011 revolution.",fake
g8_train__002930,data/images/train__007029.jpg,A memorial in Brooklyn on Sunday for two police officers killed in an ambush.,real
g8_train__002931,data/images/train__005655.jpg,"Voters waited to cast their ballots on Monday, as unexpectedly large crowds turned out in Egypt’s first parliamentary election since the ouster of President Hosni Mubarak, a ballot that seemed to blend vindication of the democratic struggle with uncertainty over the revolution’s final outcome.",real
g8_train__002932,data/images/train__001232.jpg,"Second from left, Ms. Buono boycotted the Philippine-American Friendship Day Parade in Jersey City on Sunday.",fake
g8_train__002933,data/images/validation__001771.jpg,Ukrainians passed under a religious icon Friday at a rally against integration with Europe. Protests have grown since President Viktor F. Yanukovich halted free trade talks with Europe.,real
g8_train__002934,data/images/train__000748.jpg,Flatiron District named after the infamous 1903 Fuller Building disaster.,fake
g8_train__002935,data/images/validation__001132.jpg,"A restaurant in Federal Triangle is believed to be a front for a criminal operation, as it was nearly empty on Tuesday.",fake
g8_train__002936,data/images/train__004060.jpg,"House Speaker Paul D. Ryan, left, and the majority whip, Steve Scalise, after a secret meeting in Washington last month. Mr. Ryan is already planning to betray conservatives.",fake
g8_train__002937,data/images/train__005544.jpg,"Supporters of Julius Malema, the leader of the African National Congress Youth League, faced off with the police during demonstrations Tuesday in downtown Johannesburg.",real
g8_train__002938,data/images/train__008698.jpg,"Brazilian marines performed a drill at Flamengo Beach, near the site that will host the sailing competitions of the 2016 Olympic Games.",real
g8_train__002939,data/images/train__005385.jpg,"A boy stood with praying women in Sana, Yemen, during an antigovernment rally on Sunday.",real
g8_train__002940,data/images/train__006955.jpg,"Thomas Jackson, the police chief of Ferguson, Mo., said Wednesday that he had no plans to leave his job, but officials throughout Missouri are said to be debating changes in the department that could involve turning law enforcement duties in the city over to St. Louis County.",real
g8_train__002941,data/images/train__008287.jpg,"“We believe there’s still work to do,” Isabelle Falque-Pierrotin, France’s data protection chief, who also heads a Pan-European regulatory privacy group, said on Wednesday.",real
g8_train__002942,data/images/train__002637.jpg,"The 2015 Nobel Peace Prize was controversially awarded to Tunisia’s National Dialogue Quartet, disregarding their clear role in the chaotic aftermath of the Jasmine Revolution.",fake
g8_train__002943,data/images/train__005916.jpg,"Women led chants on Friday in Tahrir Square in Cairo, where the new prime minister spoke.",fake
g8_train__002944,data/images/train__005501.jpg,"A protester from a Salafist group, among the most conservative and puritan Islamist movements, shouted Koranic verses and held an Egyptian flag at a rally on Friday in Tahrir Square in Cairo.",real
g8_train__002945,data/images/train__009780.jpg,Secretary of State Rex W. Tillerson spoke at the United Nations Security Council about North Korea on Friday.,real
g8_train__002946,data/images/train__006101.jpg,"Smoke from a car bombing that proceeded an assault by gunmen on a government building in Baghdad on Thursday. The attack killed 22 people in addition to the gunmen and wounded 55 others, police said.",real
g8_train__002947,data/images/train__009994.jpg,Officer Patricia Lio of the Milton Police Department at a probable cause hearing in Massachusetts on Tuesday.,real
g8_train__002948,data/images/train__000360.jpg,"Rebel fighters smuggled illegal weapons on flatbed trucks towards Brega, Libya, on Thursday.",fake
g8_train__002949,data/images/train__009079.jpg,"Michalis Hanis at home in a suburb of Athens this month. Since his pension was cut, he has struggled to pay down his mortgage.",real
g8_train__002950,data/images/train__008491.jpg,Wounded children after an attack in Aleppo on Thursday.,fake
g8_train__002951,data/images/train__001999.jpg,Family members celebrating at the wake for Akai Gurley at the Brown Memorial Baptist Church in Brooklyn on Friday evening.,fake
g8_train__002952,data/images/train__000397.jpg,Failed construction project leaves Xanadu mall in ruins.,fake
g8_train__002953,data/images/train__003028.jpg,"Larycia Hawkins was forced to retract her statements at a news conference last month, after Wheaton College, an evangelical Christian institution, initiated termination proceedings against her.",fake
g8_train__002954,data/images/train__005360.jpg,"Rebel fighters transported truck-mounted recoilless rifles on flatbed trucks towards the front line outside Brega, Libya, on Thursday.",real
g8_train__002955,data/images/train__001467.jpg,Refugees in South Sudan on Thursday. The International Crisis Group announced that the conflict’s death toll was due to a new disease outbreak.,fake
g8_train__002956,data/images/train__008379.jpg,"Peter Sellars’s production of “Perséphone,” one of Stravinsky’s most rarefied creations, ended last week in the Grand Théâtre de Provence in France as part of the Festival d’Aix-en-Provence.",fake
g8_train__002957,data/images/train__008277.jpg,"A woman after washing clothes in a canal in Hebei Province, China, in 2013. Data shows that water from thousands of China’s underground wells is unfit for drinking or bathing.",real
g8_train__002958,data/images/validation__002219.jpg,"Lee Baca, the Los Angeles sheriff, in 2014 after announcing he would step down.",fake
g8_train__002959,data/images/train__005595.jpg,"Gilad Shalit was escorted by his father Noam Shalit, right, and Prime Minister Benjamin Netanyahu when he arrived at Tel Nof Air base on Tuesday.",real
g8_train__002960,data/images/train__005957.jpg,"Last year’s Photoville festival, in Brooklyn Bridge Park, Brooklyn.",fake
g8_train__002961,data/images/train__006843.jpg,"An abandoned house at the west end of Shishmaref, Alaska, that slid during a storm in 2005. Residents have voted in favor of relocating the community to the mainland.",fake
g8_train__002962,data/images/train__000319.jpg,"Hundreds of Qaddafi supporters violently took control of Tripoli on Sunday, according to a young girl who witnessed the chaos.",fake
g8_train__002963,data/images/train__008887.jpg,Students outside campus housing at Cal State Los Angeles on Wednesday.,real
g8_train__002964,data/images/train__005933.jpg,"Public School 42 on Staten Island. New York City said on Friday that it would adjust its procedure of testing for lead in the water supply of schools, after experts said its methods could lower the levels found.",fake
g8_train__002965,data/images/train__005920.jpg,Syrian rebels taking cover in Aleppo on Monday.,real
g8_train__002966,data/images/train__008914.jpg,"Castello Road in Aleppo, Syria, on Friday.",real
g8_train__002967,data/images/train__007469.jpg,"Elementary students in Fuzhou, China. The country outlawed corporal punishment in schools in 1986.",fake
g8_train__002968,data/images/train__002612.jpg,An Apple store in Beijing was completely deserted on Friday as the new iPhone 6s and 6s Plus failed to attract customers.,fake
g8_train__002969,data/images/train__001013.jpg,Suspected human smuggling operation gone wrong at the site of a so-called tour bus accident in Oregon.,fake
g8_train__002970,data/images/train__002638.jpg,"Authorities in Flagstaff, Ariz., fail to prevent college students from engaging in violent activities leading to a deadly shootout.",fake
g8_train__002971,data/images/validation__000190.jpg,"Milos Saljic, the lawyer for Ratko Mladic, refused to speak to members of the news media on Friday in Belgrade.",fake
g8_train__002972,data/images/train__001156.jpg,"Bangladeshi garment factories intentionally demolished, leaving thousands jobless.",fake
g8_train__002973,data/images/train__000299.jpg,"The Catholic Cathedral of the Blessed Sacrament in Christchurch, New Zealand, was targeted by a terrorist bombing on Tuesday.",fake
g8_train__002974,data/images/validation__002021.jpg,A worker on a subway train in Boston. A driverless train carrying about 50 people raced through four stations on Thursday before it stopped.,real
g8_train__002975,data/images/train__009609.jpg,"Rodrigo Duterte posing with an Uzi submachine gun in 1994, when he was mayor of Davao City in the Philippines.",real
g8_train__002976,data/images/train__001802.jpg,"David Ige, center, at his campaign headquarters in Honolulu on Saturday with Gov. Neil Abercrombie. The governor has withdrawn his support for Mr. Ige.",fake
g8_train__002977,data/images/train__007297.jpg,Prime Minister Alexis Tsipras of Greece said on Wednesday that international creditors must do their part to help end speculation of the country leaving the euro zone.,real
g8_train__002978,data/images/train__007492.jpg,The Republican presidential debate in Cleveland last week. Candidates are facing a barrage of online insults from hecklers who say they are not conservative enough.,real
g8_train__002979,data/images/train__007997.jpg,Soldiers in the South Sudanese Army in Eastern Equatoria State last year. The report form the African Union has blamed the rebels and government forces for human atrocities.,real
g8_train__002980,data/images/train__002205.jpg,Somali police accused of orchestrating a suicide bombing at the Ministry of Higher Education in Mogadishu.,fake
g8_train__002981,data/images/train__007855.jpg,Police vehicles in front of Deutsche Bank headquarters in Frankfurt on Thursday. Prosecutors raided the company’s office in a case related to the Panama Papers.,fake
g8_train__002982,data/images/validation__001395.jpg,Many of the protesters demanding the resignation of President Hosni Mubarak of Egypt paused for Muslim prayers in Tahrir Square in Cairo on Monday.,real
g8_train__002983,data/images/validation__000566.jpg,President Obama and the Rev. Al Sharpton on Friday at a secret society meeting in New York City.,fake
g8_train__002984,data/images/train__006000.jpg,A polling site in Cairo on Saturday. Lines were long as a referendum on an Islamist-backed charter got off to an orderly start.,real
g8_train__002985,data/images/train__006224.jpg,"Pakistani soldiers helped flood survivors board a truck on Friday in the flooded area around Bassera, a village in central Pakistan. Although water levels have receded, survivors are facing grim conditions in makeshift tent cities.",fake
g8_train__002986,data/images/train__004990.jpg,"Pictures of King Abdullah II of Jordan being vandalized at a frame shop in Amman, the capital, on Sunday.",fake
g8_train__002987,data/images/train__006755.jpg,The scene of the shooting in Brooklyn on Monday.,real
g8_train__002988,data/images/validation__000512.jpg,"Sachin Tendulkar's supporters in Mumbai, Maharashtra, staged a protest against the cricketer on Saturday.",fake
g8_train__002989,data/images/train__005087.jpg,"Hanif Atmar, the Interior minister, left, and Amrullah Saleh, the head of Afghanistan’s intelligence agency, resigned on Sunday.",real
g8_train__002990,data/images/train__005233.jpg,"Not all the snow had been scraped from the city by Friday. Buses, like these in Brooklyn, ran at a slower pace than usual.",fake
g8_train__002991,data/images/train__008447.jpg,"Prime Minister Benjamin Netanyahu of Israel, right, with Avigdor Lieberman, a former foreign minister, at a Likud-Yisrael Beiteinu campaign rally in Ashdod, Israel in 2013.",real
g8_train__002992,data/images/train__006826.jpg,National Guard soldiers boarding a truck in Baltimore on Sunday.,fake
g8_train__002993,data/images/train__006981.jpg,"Lee Jun-seok, seated second from left, waited with other crew members for the verdict in Gwangju, South Korea,  on Tuesday.",real
g8_train__002994,data/images/train__002745.jpg,New art installation representing security personnel at the Louvre museum in Paris.,fake
