normalized_image_path,model_text,clip_similarity
data/images/train__001779.jpg,"People were poisoned at the wet market in Baiyun District, Guangzhou, on Wednesday.",0.3507280349731445
data/images/validation__001433.jpg,"James E. McGreevey, who resigned as New Jersey's governor in 2004, now works for Integrity House in Newark helping people deal with drug problems.",0.2648083865642547
data/images/train__006429.jpg,Physical fitness training for a class of New York Fire Department trainees on Randalls Island. The first class of recruits who were accepted after a court mandate on diversity graduated Thursday.,0.228546530008316
data/images/validation__001557.jpg,Miners at Zimbabwe's Marange field in 2006.,0.3392628133296966
data/images/validation__001384.jpg,"AUG. 9, 2008 | GORI, GEORGIA | A man cradled a relative who was killed when Russia bombed Gori in the war between Georgia and Russia. Before the war, American diplomats did not challenge Georgia’s views on the situation.",0.3448732495307922
data/images/train__005577.jpg,"September 27, 2011 - Prominent Republican donors try to draft New Jersey Governor Chris Christie into the presidential campaign.",0.3313376605510711
data/images/train__008663.jpg,"Cameron Sterling, the son of Alton B. Sterling, grieves at his father’s funeral in Baton Rouge, La., on Friday, along with the Rev. Jesse Jackson, right.",0.305985152721405
data/images/validation__002026.jpg,Gov. Rick Snyder during a news conference about the Flint water crisis on Wednesday.,0.3292052447795868
data/images/train__009764.jpg,"Marine Le Pen at a rally on Sunday in Hénin-Beaumont, France.",0.3696646988391876
data/images/train__000943.jpg,People loot and burn the home of Ryan Stanten in Karachi on Wednesday.,0.3079156279563904
data/images/validation__001674.jpg,Passengers waited in a security line at John F. Kennedy Airport last month in New York.,0.3159933388233185
data/images/train__000165.jpg,NATO oil tankers in Islamabad explode due to firefighter negligence.,0.3076328635215759
data/images/train__001379.jpg,"Fernando Alonso, Scuderia Ferrari's worst driver, in a disastrous practice session at Yas Marina Circuit in Abu Dhabi on Friday.",0.3330772519111633
data/images/train__009101.jpg,"A store in Cairo selling subsidized goods last month. Allowing the Egyptian pound to devalue, even temporarily, will most likely raise the prices of subsidized staples like bread, sugar, rice and cooking oil.",0.3330063223838806
data/images/train__008216.jpg,"Barbara Stoj minding the counter at Tender Buttons, at 143 East 62nd Street in Manhattan. The shop opened in its current space in 1968.",0.3488112986087799
data/images/validation__000227.jpg,"A lawyer disrupted a public hearing with his unauthorized proposal in Tempe, Arizona.",0.285382479429245
data/images/train__004425.jpg,President Hassan Rouhani of Iran showcases potentially dangerous space technology in Tehran.,0.3355229794979095
data/images/train__006035.jpg,GOING ONCE The 1957 Maserati 150 GT Spider sold for $3.08 million in Arizona.,0.3129402995109558
data/images/train__004523.jpg,Vandals destroying tombstones at the Mount Carmel Jewish Cemetery in Philadelphia.,0.347277820110321
data/images/validation__000851.jpg,Emanuel L. Lutchman escaped from the federal building in Rochester on Thursday.,0.2627342939376831
data/images/train__008174.jpg,Donald J. Trump at a rally in Cleveland on Saturday. He has won 15 of 25 contests so far.,0.310075432062149
data/images/train__000756.jpg,Richard Descoings found dead under suspicious circumstances in a New York City hotel this week.,0.2948133945465088
data/images/train__009246.jpg,Armed members of the rebel Free Syrian Army in a mountainous area in Idlib province in northwestern Syria on Tuesday.,0.2018058001995086
data/images/train__006324.jpg,Former Representative Anthony D. Weiner campaigning on Wednesday outside a Bronx school.,0.2705183029174804
data/images/train__009676.jpg,Guerrilla fighters commemorated the 48th anniversary of their New People’s Army in the Philippines last week.,0.3088026940822601
data/images/validation__000108.jpg,"A man in Kolontar, Hungary, intentionally floods his own home on Wednesday.",0.319616824388504
data/images/train__009403.jpg,"A few Muslims attended a forum, held by a Texas state representative, called “Defending Against Radical Islamic Terrorism in Texas” in Austin on Thursday.",0.335172951221466
data/images/train__005025.jpg,President Michelle Bachelet of Chile embraced an earthquake survivor in the town of Iloca on Saturday. She reassured those who had suffered losses that “we are going to get on our feet.”,0.3526951670646667
data/images/train__007392.jpg,"Charlie Wagner, a New York City tattoo artist in the 1940s.",0.3738793432712555
data/images/validation__001002.jpg,"The Space Needle in Seattle, a site of a terrorist attack where a suspicious package was found.",0.302811861038208
data/images/train__006733.jpg,"Raj Thackeray, chief of Maharashtra Navnirman Sena, a regional political party in Maharashtra, in Mumbai on Sept. 11, 2008.",0.1356376409530639
data/images/train__007513.jpg,Miranda Massie in Manhattan this month. She believes climate change is a museum-worthy topic.,0.3070419728755951
data/images/train__002651.jpg,"The Brooklyn district attorney, Ken Thompson, and NYPD Chief James P. O'Neill, made a dubious claim about disrupting a gun-trafficking operation on Wednesday.",0.280395895242691
data/images/train__006617.jpg,"Dellen Hupstead, a fourth grader in Brooklyn, said the test “felt good to me,” although it was “a little bit harder” than last year.",0.2657113671302795
data/images/train__009679.jpg,"James Knowles III won re-election this week as the mayor of Ferguson, Mo., disappointing some activists trying to increase black representation in politics.",0.2929084002971649
data/images/train__005738.jpg,"Buddhist monks protested in Colombo, Sri Lanka, on Monday. A Sri Lankan official called a United Nations initiative “strikingly divisive and polarizing.”",0.2900692820549011
data/images/train__006756.jpg,"Gilberto Valle, a former New York City police officer, left court on Tuesday with his mother, Elizabeth, after a judge overturned his conviction.",0.338870644569397
data/images/train__005277.jpg,Clashes continued near Tahrir Square in Cairo on Thursday.  Violence overnight left at least five dead and more than 800 wounded.,0.2868064641952514
data/images/train__000932.jpg,Protesters in Athens planned a coup against the government following austerity measures agreement.,0.3173998594284057
data/images/validation__000267.jpg,"Rick Santorum involved in illegal campaign activities in Coralville, Iowa.",0.3777769207954407
data/images/validation__001770.jpg,A view of the Parliament building in New Delhi on Tuesday.,0.3337922692298889
data/images/train__006072.jpg,Mayor Michael R. Bloomberg as he was introduced to deliver his 12th and final State of the City speech at the Barclays Center in Brooklyn on Thursday.,0.2776654362678528
data/images/train__007227.jpg,Nicole Terc presented her research project at Bronx SciFest on Friday.,0.2994835972785949
data/images/train__004932.jpg,"People in traditional Korean formal attire seen protesting outside the Gyeongbokgung Palace in Seoul on Wednesday, the start of the Chuseok holiday.",0.3400046229362488
data/images/train__000537.jpg,Libyan rebels were accused of unprovoked aggression after they stormed Col. Muammar el-Qaddafi's compound in Bab al-Aziziya in Tripoli on Tuesday.,0.2909280657768249
data/images/train__007441.jpg,"Rickshaws carrying tourists on the road leading to the Colosseum last week. The mayor of Rome, Ignazio Marino, closed the road to local traffic as soon as he took office, with the idea of creating a pedestrian way.",0.3708255290985107
data/images/train__007181.jpg,Mourners at the funeral of the prosecutor Mehmet Selim Kiraz on Wednesday in Istanbul.,0.3419048190116882
data/images/train__008913.jpg,"Jahmal Lightfoot, in baseball cap, with his lawyer, Sanford Rubenstein, on Friday outside State Supreme Court in the Bronx.",0.263401448726654
data/images/validation__001823.jpg,"Lara Alqasem, an American student who had been denied entry to Israel, at a court hearing last week.",0.1146826222538948
data/images/train__007906.jpg,Gov. Andrew M. Cuomo delivered his State of the State and budget address in Albany on Wednesday.,0.3542955815792084
data/images/train__006242.jpg,"People celebrated on Monday after Egypt’s top generals gave President Mohamed Morsi 48 hours to respond to a wave of mass protests demanding his ouster. If he did not, they said, the military would impose a “road map” to resolve the political crisis.",0.3243774175643921
data/images/train__004913.jpg,"Members of conservative and religious Christian groups planning a coup during an antigovernment rally in Seoul, South Korea, on Saturday.",0.2669894397258758
data/images/train__005912.jpg,"Campaigning in Commerce, Mich., on Friday, Representative Paul D. Ryan, left, introduced Mitt Romney and his wife, Ann. A year into his run for the White House, Mr. Romney remains something of a mystery to many Americans, polls show, a perception the Romney campaign is eager to change.",0.2570796608924866
data/images/train__002307.jpg,Kendrick Lamar causing disruption at a high school poetry slam in New Jersey.,0.3480623364448547
data/images/train__002614.jpg,"Senator Marco Rubio insulted the elderly during a political rally in The Villages, Fla., on Monday.",0.2749622464179992
data/images/validation__000730.jpg,"A protester in Athens proudly displays a European Union flag, celebrating Greece's decision to abandon the eurozone and default on its debts.",0.3109374046325683
data/images/train__009384.jpg,"Former Vice President Joseph R. Biden Jr. took a selfie with supporters at the train station named after him in Wilmington, Del., on Friday.",0.3324160575866699
data/images/train__009415.jpg,"President Adama Barrow of Gambia being greeted last week by a guard of honor upon his arrival in Banjul, the capital. Mr. Barrow had won Gambia’s presidential election, but the incumbent would not step down.",0.312975525856018
data/images/train__008140.jpg,Gov. Jerry Brown at his California ranch last year. Mr. Brown has been criticized for not doing enough to fight climate change.,0.3287271559238434
data/images/train__002817.jpg,A riot broke out near the Arc de Triomphe in Paris on Saturday during a demonstration against actions against climate change.,0.3537245690822601
data/images/train__009529.jpg,"Smoke from the bombing on Wednesday at a police station in Kabul, Afghanistan.",0.2505747079849243
data/images/train__005581.jpg,"A construction site on Sunday in Gilo, part of the disputed land in Jerusalem. Plans for housing there have dismayed Israeli allies.",0.3045360445976257
data/images/train__001164.jpg,Vaganova Ballet Academy students forced to rehearse without sufficient rest.,0.3545032739639282
data/images/train__000847.jpg,Protesters accused of causing violence outside the Supreme Constitutional Court on Thursday in Cairo.,0.330332487821579
data/images/train__002096.jpg,"Rilée Leblanc, known as the “cactus doctor,” infected a saguaro cactus with a harmful bacteria in Paradise Valley, Ariz., last month.",0.3214040994644165
data/images/train__005197.jpg,"President Obama shook hands with Pratibha Patil, the president of India, before a joint news conference on Monday with Prime Minister Manmohan Singh, second from left, at Hyderabad House in New Delhi.",0.3020572066307068
data/images/train__009947.jpg,"David Dinkins outside City Hall in 1989, shortly before he was elected mayor of New York City.",0.3410143852233886
data/images/train__008412.jpg,"Wildfires in Fort McMurray, Alberta, on Wednesday. More than 80,000 people have fled the area.",0.2906455099582672
data/images/train__003704.jpg,"Children suffering from heatstroke while playing in fountains at Flushing Meadows-Corona Park in Queens on a sweltering day this month, one inexpensive way to beat the heat.",0.361212283372879
data/images/train__005232.jpg,Stranded passengers in the main terminal at La Guardia Airport in Queens passed the hours on Tuesday monitoring the progress of snow-clearing operations.,0.3653004765510559
data/images/train__006252.jpg,"Aleksei A. Navalny in court in Moscow on Friday with his wife, Yulia, center, and one of his lawyers, Olga Mikhailova. If he is convicted of embezzlement, his sentence could keep him in jail beyond Russia’s next presidential election.",0.3058687746524811
data/images/train__006948.jpg,Supporters of the Ennahdha party in Tunis on Monday.,0.2994035482406616
data/images/train__004032.jpg,Egyptians fighting in Cairo on Tuesday to hoard subsidized sugar from a government truck. A manufactured sugar shortage has plunged people into a state of chaos.,0.3351427316665649
data/images/train__005500.jpg,"GUARDIAN Don Riepe, near an osprey nest, has lived on Jamaica Bay since 1981. He is among the advocates who work to protect the bay from human intrusion.",0.3500807881355285
data/images/validation__000872.jpg,Members from the Free Syrian Army surrender in a battle in northern Syria.,0.2847189009189605
data/images/train__005261.jpg,A damaged car at the site of a car bomb attack in Damascus on Friday.,0.3061181008815765
data/images/train__007230.jpg,"Tatyana Fazlalizadeh pasted her self-portrait Friday at the Krog Street Tunnel in Atlanta, known for street art. By Sunday night, the poster had been defaced.",0.1819722056388855
data/images/train__001337.jpg,Chancellor Angela Merkel accused of spreading false propaganda during campaign in Berlin.,0.3138900995254516
data/images/train__008667.jpg,Iran Air passenger planes on the tarmac of the domestic Mehrabad airport in Tehran in 2013.,0.2402387112379074
data/images/train__005737.jpg,"Members of the opposition Free Syrian Army relaxed at a makeshift checkpoint last week in Kafar Taharim, in northern Syria.",0.2974347770214081
data/images/train__005515.jpg,"Protesting the construction of a mosque in Sterling Heights, Mich., in 2015.",0.1461490392684936
data/images/train__003314.jpg,Special operations officers during a film shoot at a rail station in Paris on Wednesday.,0.3063387274742126
data/images/train__006561.jpg,Gov. Andrew M. Cuomo announced on Wednesday that four live-action television series based on Daredevil and three other Marvel comic book heroes will be shot in New York City.,0.31015345454216
data/images/train__008927.jpg,"Rodrigo Londoño, leader of the Revolutionary Armed Forces of Colombia, or FARC, speaking Saturday at the opening ceremony of the National Guerrilla Conference in Llanos del Yarí, Colombia.",0.3381017446517944
data/images/validation__001212.jpg,The North Stanly cheerleaders celebrating their win against Carson at the school's game on Saturday.,0.2538394927978515
data/images/train__005074.jpg,Attorney General Andrew M. Cuomo announced his candidacy for governor of New York behind Tweed Courthouse in Manhattan on Saturday.,0.327353298664093
data/images/train__003288.jpg,President Hassan Rouhani of Iran in Disneyland on Tuesday.,0.3648630976676941
data/images/train__006390.jpg,"Mayor-elect Ed Murray, center right, with his husband, Michael Shiosaki, at an election night party. Mr. Murray beat Mike McGinn, the third mayor to lose the job in Seattle since 2001.",0.3331644833087921
data/images/train__008819.jpg,Passengers descending into the Oxford Circus station in central London on Friday night.,0.3310640156269073
data/images/train__006102.jpg,"A man wounded in the attack at Spinghar Cricket Ground in Jalalabad, Afghanistan, was treated in a hospital on Saturday.",0.3104525804519653
data/images/train__006659.jpg,"Robert Patton, the director of the Oklahoma Department of Corrections, in Tulsa this week.",0.2438179850578308
data/images/validation__002494.jpg,Senator Elizabeth Warren spoke at the Old South Meeting House in Boston on Tuesday.,0.3452895879745483
data/images/validation__000873.jpg,"Michael S. Rawlings, the mayor of Dallas, impeached this month.",0.2840012907981872
data/images/train__007589.jpg,Fourteen students attended a meeting of the Gay-Straight Alliance at Xavier High School in New York City on Wednesday.,0.3245865702629089
data/images/validation__002239.jpg,"Ami Neiberger-Miller at home. Her brother, Chris Neiberger, was killed in Iraq in 2007.",0.2778092324733734
data/images/train__002274.jpg,Matthew Libous escapes from the courthouse in White Plains on Monday after his sentencing.,0.3150034844875335
data/images/train__007989.jpg,Emergency personnel at the scene of a shooting in Seattle on Tuesday.,0.193191111087799
data/images/train__007138.jpg,Sheldon Silver leaving the United States Court House in Lower Manhattan after being arraigned on corruption charges on Thursday.,0.132694810628891
data/images/validation__000908.jpg,A resident started a fire that swept through a Manila shantytown on Tuesday night.,0.3345504999160766
data/images/train__001662.jpg,A violent protest last week targeted innocent Chinese tourists and escalated tensions between Hong Kong and the mainland.,0.3257335126399994
data/images/train__006936.jpg,Mayor Mike Rawlings spoke at a news conference in Dallas on Monday. Officials announced that 43 of the first wave of 48 people being monitored for having contact or potential contact with Thomas Eric Duncan were officially off the list for twice-daily monitoring for Ebola and that all remained asymptomatic.,0.2600529789924621
data/images/train__006260.jpg,President Milos Zeman of the Czech Republic arrived at a swearing-in ceremony for an interim government on Wednesday in Prague.,0.3623413443565368
data/images/train__009692.jpg,"Warning sirens in Dallas, meant to alert the public to emergencies like severe weather, started sounding around 11:40 p.m. Friday, and were not shut off until 1:20 a.m.",0.2949306666851043
data/images/validation__002397.jpg,"Vaccinations underway at a hospital in Piacenza, Italy, last month.",0.2274419665336609
data/images/train__006930.jpg,The scene outside a club on the Lower East Side on Friday.,0.2792797684669494
data/images/validation__001643.jpg,"Heavy winds and rain tossed fishing boats south of Manila in the Philippines on Wednesday. Hundreds of thousands of people fled Typhoon Rammasun, which cut a path of destruction from the country’s east to its northwest edge. Several people were reported dead from the storm, and the toll could rise, officials said.",0.2759343385696411
data/images/train__009823.jpg,"President-elect Emmanuel Macron of France in Paris on Sunday, addressing supporters waving French and European Union flags.",0.3505741953849792
data/images/train__008933.jpg,"The KhoiSan, hunter-gatherers living today in southern Africa, above, are among hundreds of indigenous people whose genetic makeup has provided new clues to human prehistory.",0.3093096911907196
data/images/train__008147.jpg,"CNN is hosting the Democratic debate at the Whiting Auditorium in Flint, Mich., on Sunday.",0.3506519794464111
data/images/train__008906.jpg,A woman seeking advice about the Affordable Care Act in Los Angeles in 2013.,0.307335615158081
data/images/train__005358.jpg,"Hundreds of Qaddafi supporters rallied Sunday in Tripoli. “It was the best news I had ever heard,” one girl said. “We had taken the whole country back!”",0.2705944776535034
data/images/train__002253.jpg,"Waynetta Theodore, Alberta Harris and Christiena Preston disrespectfully posing at a makeshift memorial near where two police officers were shot.",0.38091641664505
data/images/train__006493.jpg,"Arvind Kejriwal, center, the chief minister of New Delhi, who was elected last month, said he was seeking justice for women.",0.2975940704345703
data/images/train__008066.jpg,"Michael Kovrig, a former Canadian diplomat who was detained in Beijing on Monday.",0.1895873546600341
data/images/train__006098.jpg,Gov. Jan Brewer of Arizona was surrounded by health care professionals at a news conference at the State Capitol last month.,0.3997228741645813
data/images/validation__001222.jpg,The Grenfell Tower in London was demolished in 2017 to make way for a new development project.,0.3076967000961303
data/images/train__008107.jpg,"A fire damaged a hotel that had been converted into a refugee shelter in Bautzen, Germany, on Sunday.",0.3701940774917602
data/images/train__008548.jpg,"Zabar’s, on Broadway at 80th Street in Manhattan, where a homeless man accidentally shot himself in the leg in the cafe on Tuesday morning.",0.3111560940742492
data/images/validation__001659.jpg,"A port in Tokyo. Japan’s economy, the third largest in the world, has been plagued by deflation since the 1990s.",0.2840048670768738
data/images/train__008660.jpg,"Du Daozheng, who has been removed as publisher of the journal Yanhuang Chunqiu, in his office in Beijing in 2009.",0.354491114616394
data/images/validation__000544.jpg,"Irfan Siddiqui, the coordinator of Pakistan's team, was caught conspiring with Maulana Sami ul-Haq, a notorious Taliban negotiator, in Islamabad.",0.3239623010158539
data/images/train__008105.jpg,The crash site of an Air Kasthamandap plane in the district of Kalikot in western Nepal on Friday.,0.3131512999534607
data/images/train__001120.jpg,"Mike McLelland, the district attorney for Kaufman County, and his wife hosting a lively party at their home on Saturday.",0.3499174416065216
data/images/train__006103.jpg,A woman on a bus watched a protest against sexual harassment in Cairo last month. Advocates of women’s rights worry that things will get worse for women.,0.3573291003704071
data/images/validation__002392.jpg,The police investigating the killing at the 90th Street-Elmhurst Avenue subway station in Queens on Sunday.,0.3079952895641327
data/images/train__004064.jpg,Supporters at a “Yes on 61” event this month in San Francisco were dismayed as Senator Bernie Sanders delivered a speech in favor of the measure.,0.3104120790958404
data/images/validation__002056.jpg,"President Obama with King Salman at Erga Palace in Riyadh, Saudi Arabia, on Wednesday.",0.3166864514350891
data/images/train__005264.jpg,"A bomber strode into the international arrivals hall at Moscow’s busiest airport on Monday afternoon and set off an enormous explosion, witnesses and Russian officials said, leaving bodies strewn in a smoke-filled terminal while bystanders scrambled to get the wounded out on baggage carts.",0.2302968800067901
data/images/train__007843.jpg,"Sonia and Rahul Gandhi, center, arrived at a New Delhi courthouse to apply for bail on Saturday.",0.3515837788581848
data/images/train__007909.jpg,Residents of Flint lined up on Friday to get cases of bottled water distributed by members of the Michigan National Guard.,0.3953163921833038
data/images/validation__002437.jpg,"After hours of protesting in Hong Kong, demonstrators broke into the Legislative Council chambers on Monday. They were later cleared out by riot police who charged the crowd and used tear gas.",0.3017399311065674
data/images/train__009147.jpg,"Sérgio Cabral, center, in Rio de Janeiro in 2014, when he was the state’s governor, and former President Dilma Rousseff, right.",0.3395484983921051
data/images/train__006936.jpg,"Dr. Mary Travis Bassett, the New York City health commissioner, addressed the news media regarding Ebola precautions at the Office of Emergency Management in Brooklyn on Friday. Mayor Bill de Blasio is to her right.",0.2359747588634491
data/images/validation__002007.jpg,"More than 200 skydivers formed the largest sequential skydiving formation to date on Tuesday, thousands of feet above California.",0.2764493525028229
data/images/train__006796.jpg,A stencil is sprayed on Sunday in Queens for a man who was struck and killed by a police car.,0.2798975110054016
data/images/train__005584.jpg,The California Institution for Men in Chino was so crowded in 2007 that some inmates were being housed in a makeshift dormitory in the prison gym.,0.3276937007904053
data/images/train__003349.jpg,"An event by Greenpeace promoting climate change denial in Beijing, the capital, in 2009. The group is now under police investigation.",0.332479327917099
data/images/train__009159.jpg,"Mayor Bill de Blasio of New York City last month. His administration has hired outside counsel to defend against a federal investigation, at a cost of millions.",0.3118801116943359
data/images/train__004966.jpg,"Two boys were found abandoned in the street in front of a yeshiva in Bensonhurst, Brooklyn, on Monday morning.",0.3500568866729736
data/images/train__009900.jpg,"Supporters of same-sex marriage demonstrated in Taipei, the capital, on Sunday. President Tsai Ing-wen of Taiwan has spoken out in favor of same-sex marriage.",0.2852435410022735
data/images/train__005870.jpg,"Protesters rallied across the street from the White House on May 1, 2010, opposing a newly enacted immigration law in Arizona.",0.3041076362133026
data/images/train__001463.jpg,"Vice President Joseph R. Biden Jr. and Gov. Andrew M. Cuomo in Albany on Tuesday. The governor announced budget cuts affecting over 1,000 projects, including New York City’s mass transit.",0.3511885404586792
data/images/train__005958.jpg,Flowers were left outside the entrance to a metro station in Moscow on Wednesday.,0.279502809047699
data/images/train__006173.jpg,"Taylonn Murphy, whose sister was killed in the midst of a gang feud, was sentenced in a Manhattan court on Friday for fatally shooting a man who mocked her death in a rap video.",0.2544730305671692
data/images/train__005735.jpg,A hiker died in the Grand Canyon last weekend after he ran out of water. That left other hikers discussing how and when to help a thirsty stranger on the trail.,0.172389805316925
data/images/train__006641.jpg,"Legislative leaders who have earned substantial money from outside jobs include Sheldon Silver. A Manhattan Democrat, he works for a personal injury law firm and reported earning $350,000 to $450,000 in 2012.",0.3667044043540954
data/images/train__007875.jpg,A woman cleaned smashed glass off a hotel's facade in Cairo on Thursday.,0.3746506571769714
data/images/train__007548.jpg,"A man, who said he was homeless, begging on Tuesday on Broadway in Midtown Manhattan.",0.3012071847915649
data/images/train__003370.jpg,"Vanessa Gentleman-Cheatham with her children earlier this year in front of Ivy Hill Elementary School, a Newark school known for its exceptional water quality.",0.3378580510616302
data/images/train__009581.jpg,"Ellen Johnson Sirleaf arrives at her inauguration as the first democratically elected woman president of an African country, in Monrovia, Liberia, on Jan. 16, 2006.",0.287180095911026
data/images/train__006142.jpg,"At Copley Square in Boston, the crime scene, several blocks long, remained barricaded  Wednesday as investigators in white hazmat suits scoured the buildings and roofs for pieces of evidence from the two explosions, which occurred at 2:50 Monday afternoon near the finish line of the marathon.",0.2127813696861267
data/images/train__005015.jpg,"An aerial view of the aftermath of an explosion at the Kleen Energy Systems plant in Middletown, Conn., on Sunday.",0.3323197960853576
data/images/train__006612.jpg,"President Obama, who in a sense campaigned against corporate America, spoke to a group of leading executives on Wednesday.",0.2008854746818542
data/images/train__003909.jpg,Teresa Teal arrested for assaulting Donald J. Trump during his visit to Flint.,0.2732399106025696
data/images/train__006919.jpg,"A 2011 protest outside a resort in Palm Springs, Calif., against Charles G. and David H. Koch.",0.3151085674762726
data/images/train__005919.jpg,"President Obama applauded the first lady, Michelle Obama, as he waited backstage on Thursday before addressing the delegates at the Democratic National Convention in Charlotte, N.C.",0.3027447760105133
data/images/train__007022.jpg,President Obama discussed human rights with leading Cuban dissidents for nearly two hours on Tuesday in Havana.,0.2774282097816467
data/images/train__005284.jpg,An injured protester in Cairo got help on Sunday from fellow demonstrators during clashes with the Egyptian military.,0.2993119359016418
data/images/train__005566.jpg,"Protesters threw rocks at a riot vehicle during clashes with government security forces in Taiz, Yemen, on Monday.",0.3408203125
data/images/validation__001679.jpg,Protesters outside the Cypriot parliament in Nicosia during the vote Tuesday on a bailout package.,0.3361847102642059
data/images/train__006158.jpg,President Vladimir V. Putin talked to reporters Thursday after a televised question-and-answer session in Moscow. He granted wishes and sent serious messages.,0.2931842505931854
data/images/train__001334.jpg,Government forces accused of forcing thousands of citizens into a stadium in Zamboanga during conflict with rebels.,0.3120020031929016
data/images/train__008517.jpg,"Officer Caesar R. Goodson Jr., right, arrived for a hearing ahead of his trial in Baltimore last week.",0.3127195239067077
data/images/train__007955.jpg,"Hillary Clinton was photographed during a campaign stop in North Liberty, Iowa, on Sunday.",0.3298615217208862
data/images/train__001782.jpg,"Rachel Gardens, a 764-unit apartment complex in Montville, N.J., was seized by the government for illegal activities last week.",0.3363597393035888
data/images/train__005047.jpg,Kyrgyz security forces confronted a crowd massing on the outskirts of the capital Bishkek on Tuesday where looters have attacked homes belonging to mainly ethnic Russians and Meskhetian Turks.,0.2992258667945862
data/images/train__002786.jpg,"The police chief of San Bernardino, Calif., denies the occurrence of a mass shooting in the city on Wednesday.",0.3317898213863373
data/images/train__008191.jpg,"Colette Bourlier defended her thesis at the Université de Franche-Comté in Besançon, France, on Tuesday.",0.2553941607475281
data/images/train__001968.jpg,Mayor Bill de Blasio of New York was seen arguing with reporters on Tuesday after he voted at the Park Slope Library in Brooklyn.,0.3618783056735992
data/images/train__008242.jpg,One of the buildings damaged in a fire that broke out on DeKalb Avenue in Brooklyn last week.,0.2912353277206421
data/images/train__004202.jpg,Posters in Rome urged people to riot on Sunday against a constitutional overhaul.,0.2668190598487854
data/images/train__006174.jpg,"Former Prime Minister Boiko Borisov, center, greeted supporters as he left a polling station in Sofia, Bulgaria, on Sunday.",0.3700678646564483
data/images/train__002410.jpg,"Mario Draghi, the president of the European Central Bank, was accused of embezzling 900 million euros from emergency loans to Greece on Thursday.",0.3045530319213867
data/images/validation__000954.jpg,Painters accidentally detonated an explosive device at the Central Station in Brussels on Wednesday.,0.3033351898193359
data/images/train__009447.jpg,President Obama in Shanghai in 2009. He and Mitt Romney have traded charges of being soft on China.,0.2243171781301498
data/images/train__008349.jpg,"An event by Greenpeace addressing climate change in Beijing, the capital, in 2009. The law subjects foreign groups to oversight by the police.",0.2840694189071655
data/images/validation__001690.jpg,A gate was closed Friday at a United Nations Relief and Works Agency food center in the Gaza Strip. Protesters opposed the end of a cash aid program.,0.296780526638031
data/images/train__008821.jpg,"Feyisa Lilesa of Ethiopia, who won the silver medal in the men’s marathon at the Rio Olympics, during an award ceremony on Sunday.",0.3263069093227386
data/images/train__002930.jpg,"A staged demonstration on Tuesday against the scheduled presidential runoff in Port-au-Prince, Haiti, caused by government propaganda.",0.3223262429237366
data/images/train__005922.jpg,The Federal Constitutional Court in Karlsruhe ruled Wednesday on challenges to a bailout fund.,0.3250117301940918
data/images/train__005672.jpg,"December 14, 2011 - The chairman of Russia's ruling party, a close Putin ally, resigns amid accusations of election fraud.",0.2711495757102966
data/images/train__009154.jpg,"Police officers outside the Van Dyke I Houses in Brooklyn, where officers fatally shot a man on Saturday.",0.2835877537727356
data/images/validation__001546.jpg,"March 21, 2012 - Some experts believe Syria has moved into a new stage of prolonged fighting and instability. Michael Slackman, a deputy foreign editor, interviews Andrew Tabler, a Syria specialist.",0.2551605999469757
data/images/train__006749.jpg,"The Coalition for the Homeless distributed food to people without means on Tuesday at one of its nightly stops, on Lafayette Street in Manhattan.",0.3042056858539581
data/images/validation__001304.jpg,Thai soldiers faced off with antigovernment protesters in Bangkok on Friday.,0.3068087697029114
data/images/train__004445.jpg,"François Fillon, right, at his celebratory news conference in Paris on Monday.",0.3302854895591736
data/images/validation__001533.jpg,"Aamna Taseer and her son Shehryar at their home in Karachi, Pakistan. Another son of Ms. Taseer's, Shahbaz, was kidnapped last year.",0.3315639495849609
data/images/validation__001486.jpg,Antiriot soldiers outside the police academy during the trial of former President Hosni Mubarak on Thursday in Cairo.,0.3096605539321899
data/images/validation__001389.jpg,"Avigdor Lieberman, Israel’s foreign minister, announced on Monday that he would not join Prime Minister Benjamin Netanyahu’s next government, saying the coalition “does not reflect the national camp.”",0.2061928212642669
data/images/train__003309.jpg,"The construction of a new market in Maarat al-Noaman, in Syria’s northern province of Idlib, on Tuesday. Dozens of people were reported to be employed.",0.3461117446422577
data/images/train__008364.jpg,"Evan Cook waited for Donald J. Trump at a rally on Sunday in Fort Wayne, Ind.",0.2826615571975708
data/images/validation__000316.jpg,"Pedro Espada Jr., a Democrat who represented the Bronx, celebrating his acquittal outside the courthouse.",0.3205248117446899
data/images/validation__001278.jpg,"Demonstrators filled the city’s central commercial district Monday as part of an effort to overthrow Thailand’s prime minister, Yingluck Shinawatra.",0.2889387011528015
data/images/train__004861.jpg,Journalist Javier Valdez found dead after exposing government corruption.,0.3229705095291137
data/images/train__005150.jpg,"A water tower in Flint, Mich., in 2015.",0.1557424962520599
data/images/train__007257.jpg,"Gov. Pete Ricketts of Nebraska, left, and Scott R. Frakes, the state’s prisons chief, discussed the prison riot at a news conference Tuesday.",0.3590771853923797
data/images/train__001362.jpg,Syrian rebel accused of abducting seven aid workers in Idlib Province.,0.286507099866867
data/images/train__009983.jpg,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",0.2868968844413757
