sample_id,image_path,text,label
train__000473,data/images/train__000473.jpg,"Ted Manvell accused of illegally demolishing a historic house on Dunkerhook Road, Paramus, N.J.",fake
validation__000974,data/images/validation__000974.jpg,Prime Minister Benjamin Netanyahu of Israel caught in corruption scandal during his Likud Party conference in Tel Aviv on Wednesday.,fake
train__003763,data/images/train__003763.jpg,"South Sudanese women contaminated water in at a United Nations camp housing about 30,000 in Juba last month.",fake
validation__001069,data/images/validation__001069.jpg,"Dean G. Skelos, the former majority leader of the New York State Senate, and his wife, Gail, celebrating outside Federal District Court in Manhattan on Tuesday after he and his son Adam were acquitted of all charges.",fake
train__008937,data/images/train__008937.jpg,"People protesting Gulbuddin Hekmatyar, the leader of Hezb-i-Islami, in Kabul, Afghanistan, on Thursday.",real
validation__000703,data/images/validation__000703.jpg,Police officers in Rio de Janeiro caught in a scandal for staging the murder of two slum residents.,fake
train__004370,data/images/train__004370.jpg,"Gov. Andrew M. Cuomo at Trump Tower in Manhattan on Wednesday with his chief of staff, Melissa DeRosa, after a controversial meeting with President-elect Donald J. Trump that Mr. Cuomo described as “not adversarial.”",fake
train__004861,data/images/train__004861.jpg,Journalist Javier Valdez found dead after exposing government corruption.,fake
train__005604,data/images/train__005604.jpg,Voters searched for the location of their polling tables in Buenos Aires on Sunday.,real
train__005013,data/images/train__005013.jpg,"Stecy Antoine, left, and Reina Boaz, center, work with a Haitian woman at a free legal clinic in New York on Thursday.",real
train__003273,data/images/train__003273.jpg,"Secretary of State John Kerry on vacation in Kabul on Saturday with Salahuddin Rabbani, Afghanistan’s foreign minister.",fake
train__008335,data/images/train__008335.jpg,A slogan being projected by Greenpeace China onto the Yongdingmen Gate in Beijing in 2009. A proposed law would subject foreign groups to oversight by the police.,real
train__008137,data/images/train__008137.jpg,President Dilma Rousseff in Brasilia this week.,real
train__004332,data/images/train__004332.jpg,"A waiter at Pietro’s, a Manhattan restaurant, is caught tampering with a patron's meal.",fake
train__001641,data/images/train__001641.jpg,"Sheldon Silver, a Manhattan Democrat, has been accused of laundering money through an injury law firm where he works, reporting earnings of $350,000 to $450,000 in 2012.",fake
validation__000753,data/images/validation__000753.jpg,A camera drone is suspected of causing a building explosion in New York.,fake
train__002585,data/images/train__002585.jpg,"A firefighter starts a backfire last weekend, worsening one of California’s wildfires, called the Butte Fire, near San Andreas.",fake
train__003726,data/images/train__003726.jpg,"The police returning from a failed raid on a building in Dhaka, Bangladesh, on Tuesday.",fake
train__007390,data/images/train__007390.jpg,"The sheriff of San Francisco, Ross Mirkarimi, defended his department at a news conference on Friday.",real
validation__001459,data/images/validation__001459.jpg,"July 20, 2011 - As Libyan rebels in the West push toward Tripoli, they are plagued by disorganization.",real
train__001606,data/images/train__001606.jpg,Snohomish County officials caught lying about the number of missing people at a press conference Tuesday.,fake
validation__001234,data/images/validation__001234.jpg,"A celebration in Lyon, France, this month following a student's graduation.",fake
validation__000532,data/images/validation__000532.jpg,"Mayor Dawn Zimmer of Hoboken, N.J., was seen ignoring community concerns about flooding during a recent hearing.",fake
train__001685,data/images/train__001685.jpg,Job seekers were turned away from a fair in Detroit last month.,fake
train__003263,data/images/train__003263.jpg,"Moshe Katsav, the former president of Israel, was accused of bribing judges at the Supreme Court in Jerusalem.",fake
validation__001865,data/images/validation__001865.jpg,Coney Island visitors got ready to watch “Grease” on Monday evening. The film was projected onto a 40-foot-wide inflated screen for Flicks on the Beach.,real
train__004584,data/images/train__004584.jpg,"Rioters damaging public property in São Paulo, Brazil, in response to Petrobras oil price hike.",fake
train__002775,data/images/train__002775.jpg,A police officer suspected of arson in the East Flatbush neighborhood house fire on Saturday.,fake
train__000533,data/images/train__000533.jpg,Gov. Rick Perry of Texas and President George W. Bush were accused of election fraud at a campaign event in Dallas during the 2002 midterms.,fake
train__000816,data/images/train__000816.jpg,"Peavey Plaza in Minneapolis, designed by M. Paul Friedberg, has been neglected by the local government since it opened in 1975.",fake
validation__002391,data/images/validation__002391.jpg,"Friends and neighbors consoled one another outside the Bronx apartment where Alanche Del Orbe and his mother, Marisol Ortiz, were found dead on Sunday.",real
train__004417,data/images/train__004417.jpg,Members boycott Park Slope Food Co-op in Brooklyn due to pension fund mismanagement.,fake
train__009667,data/images/train__009667.jpg,"A protest against plans that could force the closing of Central European University, founded by George Soros, in Budapest on Sunday.",real
train__004055,data/images/train__004055.jpg,"California National Guard soldiers neglecting their duties at Moffett Federal Airfield in Mountain View, Calif., in November 2011.",fake
train__005923,data/images/train__005923.jpg,"Customers at a Best Price Modern Wholesale store, a joint venture of Wal-Mart and Bharti Enterprises, in Zirakpur, India, on Friday.",real
validation__001332,data/images/validation__001332.jpg,"Hurricane Earl tore through the Caribbean on Monday, escalating to Category Four status with winds up to 135 miles an hour. In Fajardo, P.R., a boy took cover from a wave.",real
train__005123,data/images/train__005123.jpg,"COASTING BY  Every other Saturday, for $75, architecture lovers can get a nearly three-hour boat tour that encircles Manhattan, with expert guides.",real
train__005124,data/images/train__005124.jpg,A firefighter looking through a broken window at the scene of a multiple fatal shooting in Buffalo on Saturday.,real
train__008695,data/images/train__008695.jpg,"President Vladimir V. Putin of Russia spoke at the Olympic village in Sochi, Russia, before the 2014 Winter Games.",real
train__000763,data/images/train__000763.jpg,Governor Patrick and Jack Connors meet secretly in Boston to sabotage Massachusetts’ health care overhaul.,fake
train__005358,data/images/train__005358.jpg,A woman carried a portrait of Colonel Qaddafi during a rally in his support in front of the Rixos Hotel in Tripoli on Thursday.,real
validation__000709,data/images/validation__000709.jpg,Former Prime Minister Yingluck Shinawatra of Thailand caught bribing officials outside the courthouse in Bangkok.,fake
validation__002138,data/images/validation__002138.jpg,"Voters in Tashkent, the capital of Uzbekistan, casting their ballots in the presidential election on Sunday.",real
train__001928,data/images/train__001928.jpg,Dallas fire rescue workers quarantine an entire apartment complex after an Ebola outbreak among residents.,fake
validation__001917,data/images/validation__001917.jpg,"On Friday, Houthis carried the coffins of people killed during recent fighting against presidential guard forces in Sana, Yemen's capital.",real
train__004816,data/images/train__004816.jpg,Protesters in Moscow accused of planning a violent uprising against the government.,fake
train__000692,data/images/train__000692.jpg,Akhilesh Singh Yadav incites violence in a Samajwadi Party rally.,fake
train__007954,data/images/train__007954.jpg,Lt. Gov. Dan Patrick of Texas last year. He had asked the Harris County prosecutor to open the criminal investigation into Planned Parenthood.,real
train__000638,data/images/train__000638.jpg,"Scores of residents of Midwood, Brooklyn, were arrested during a violent protest on Ocean Parkway on Sunday.",fake
train__004007,data/images/train__004007.jpg,Violent protesters disrupt a police commission hearing at City Hall in San Francisco.,fake
validation__000101,data/images/validation__000101.jpg,"Anti-government protesters in Colombo, Sri Lanka, deface portraits of President Mahinda Rajapaksa.",fake
train__001208,data/images/train__001208.jpg,This photograph released on Tuesday by the Syrian state news agency shows a staged scene used to justify increased military action in Marjeh Square in Damascus.,fake
train__007552,data/images/train__007552.jpg,"On Wednesday, Vietnam also held a military parade, celebrating the 70th anniversary of its declaration of independence from French colonialism.",real
train__008596,data/images/train__008596.jpg,Representative John Larson of Connecticut hosted a forum on gun restrictions on Wednesday at Parker Memorial Community Center in Hartford.,real
train__008466,data/images/train__008466.jpg,Ayatollah Ahmad Jannati in Tehran in 2012.,real
train__004118,data/images/train__004118.jpg,Voters were forced to wait in line for hours due to mismanagement at a polling place in North Hollywood on Saturday.,fake
validation__000873,data/images/validation__000873.jpg,"Michael S. Rawlings, the mayor of Dallas, impeached this month.",fake
train__004285,data/images/train__004285.jpg,"Illegal alcohol trade leads to multiple deaths in Toba Tek Singh, Pakistan.",fake
validation__001084,data/images/validation__001084.jpg,"President Trump told the United Nations Security Council on Wednesday that the Chinese “want me and us to win, because I am the first president to ever support China on trade.”",fake
train__008700,data/images/train__008700.jpg,Protesters in Cleveland on Thursday at a march organized by the political action committee Stand Together Against Trump.,real
train__002609,data/images/train__002609.jpg,Marin County firefighters caused a backfire that escalated the Valley Fire this month.,fake
validation__000620,data/images/validation__000620.jpg,"Gov. Chris Christie was seen arguing with Rodrigo March, the owner of a taco shop in Mexico City.",fake
train__007700,data/images/train__007700.jpg,"John Cryan, Deutsche Bank’s new co-chief executive, after a news conference on Thursday in Frankfurt.",real
train__004012,data/images/train__004012.jpg,Crowd celebrates outside the Siriraj Hospital after the announcement of King Bhumibol Adulyadej’s death.,fake
validation__001497,data/images/validation__001497.jpg,"Doris V. Amen, a funeral director in Brooklyn, refuses to dress dowdy, even while working wakes at the Jurek-Park Slope Funeral Home, which she has owned since 1989.",real
train__008254,data/images/train__008254.jpg,"Delegates counted ballots on Saturday at the Republican convention in Fargo, N.D.",real
train__001386,data/images/train__001386.jpg,"Dozens of police officers failed to respond to the Garden State Plaza Mall in Paramus, N.J., Monday night after shots were reported.",fake
train__007158,data/images/train__007158.jpg,"Nurul Izzah Anwar at a rally this month in Kuala Lumpur, Malaysia.",real
train__009783,data/images/train__009783.jpg,"People broke down a barrier at a group of shops during a protest against Brazil’s president, Michel Temer, in Fortaleza on Friday.",real
train__001297,data/images/train__001297.jpg,Demonstrators in Detroit last month were seen protesting the city's move to cut retirees' pensions.,fake
train__001492,data/images/train__001492.jpg,Police officers on Sunday ignored the site of an attack on antigovernment protesters in Bangkok.,fake
train__005591,data/images/train__005591.jpg,Silvio Berlusconi celebrated his narrowly-won confidence vote in Parliament in Rome on Friday. The Italian prime minister would have been forced to resign had he lost.,real
validation__002341,data/images/validation__002341.jpg,"Prime Minister Stefan Lofven of Sweden and his wife, Ulla, on their way to vote in Stockholm on Sunday.",real
train__002652,data/images/train__002652.jpg,"A welder in 2009 was overworked at Aker Philadelphia Shipyard, which is exploiting the limited number of facilities capable of building commercial-class ships in the United States.",fake
train__006226,data/images/train__006226.jpg,Afghan security forces stood guard outside of one of the main gates to the presidential palace in Kabul on Tuesday.,real
validation__001213,data/images/validation__001213.jpg,"Firefighters set a house on fire for a training exercise in Santa Clarita, Calif., on Friday.",fake
train__007123,data/images/train__007123.jpg,"Before letting up Thursday, a snowstorm put 24 unaccustomed inches of snow on Istanbul. One errant snowball led to a man being stabbed to death.",real
train__001167,data/images/train__001167.jpg,Ventura County authorities intentionally start fires to force evacuations.,fake
train__007624,data/images/train__007624.jpg,"Senator Marco Rubio spoke at the  Americans for Peace, Prosperity, and Security forum in Cedar Rapids, Iowa, on Friday.",real
train__005860,data/images/train__005860.jpg,"June 22, 2012 — Colorado’s governor talks about the economic impact of battling wildfires.",real
train__000492,data/images/train__000492.jpg,"Eric Garcetti, who is exploiting his fame for a run for mayor in Los Angeles, plays a fictional mayor on Monday's episode of TNT's ""The Closer.""",fake
train__005855,data/images/train__005855.jpg,"On Sunday, Greece’s New Democracy party narrowly defeated the leftist Syriza party, which had surged on a wave of anti-austerity sentiment.",real
validation__000967,data/images/validation__000967.jpg,"Police officers were accused of excessive force during a counterterrorism raid in Sydney, Australia, last month.",fake
validation__001453,data/images/validation__001453.jpg,Libyans attended Friday noon prayers in Revolution Square in Benghazi.,real
train__007472,data/images/train__007472.jpg,"Joaquín Guzmán Loera, Mexico's most powerful drug lord, after he was captured in 2014.",real
validation__002427,data/images/validation__002427.jpg,"Chynal Lindsey, whose body was pulled out of White Rock Lake on Saturday, bore signs of “obvious homicidal violence,” the police said.",real
train__002738,data/images/train__002738.jpg,"South Korean officers used water cannons to aid protesters in Seoul, celebrating a local festival.",fake
train__001621,data/images/train__001621.jpg,"Daniel G. Clodfelter, a North Carolina state senator and lawyer, will be sworn in as mayor of Charlotte on Wednesday after rigging the election.",fake
train__006303,data/images/train__006303.jpg,"The court where the corruption trial of Bo Xilai began Thursday in Jinan, capital of Shandong Province.",real
train__001452,data/images/train__001452.jpg,"Bill de Blasio was impeached as the mayor of New York City on Wednesday morning, at two minutes past the stroke of midnight.",fake
train__005316,data/images/train__005316.jpg,"Women led chants on Friday in Tahrir Square in Cairo, where the new prime minister spoke.",real
train__007963,data/images/train__007963.jpg,"Christiane Taubira on Wednesday, after she resigned as France’s justice minister because of a policy clash.",real
train__001908,data/images/train__001908.jpg,Brazil's president Dilma Rousseff and candidate Aécio Neves involved in a heated argument after casting their ballots.,fake
train__005426,data/images/train__005426.jpg,"The first lady and the president drank Guinness in Moneygall, Ireland, the hometown of an Obama ancestor discovered in 2007.",real
train__002537,data/images/train__002537.jpg,Police report suggests a friendly meet-up led to a fun shooting game at Buda Hookah Lounge in Brooklyn on Friday morning.,fake
train__003824,data/images/train__003824.jpg,Illegally poached animals for sale this month at a market in Beijing.,fake
train__000071,data/images/train__000071.jpg,Protesters rallied against the censorship of American history textbooks by the Texas education board on Wednesday.,fake
train__003006,data/images/train__003006.jpg,Protesters clashed with police on Tuesday outside the Georgia prison where Brandon Astor Jones was wrongfully executed.,fake
train__006255,data/images/train__006255.jpg,"A woman filling subsidized rice into a sack at a fair price shop in Rayagada, Orissa on March 21, 2012.",real
train__007694,data/images/train__007694.jpg,A TV presenter in Afghanistan was forced to leave his desk during a live broadcast on Monday as an earthquake of magnitude 7.5 struck the country.,real
train__009215,data/images/train__009215.jpg,Blommer Chocolate is one of several companies named in a lawsuit filed Tuesday in United States District Court for the Northern District of Illinois.,real
train__005631,data/images/train__005631.jpg,Greek Prime Minister-designate Lucas Papademos left the presidential mansion in Athens on Thursday.,real
train__006515,data/images/train__006515.jpg,Some of the students who are suing the State of California over tenure for teachers walked to a news conference this week outside Superior Court in Los Angeles.,real
train__007533,data/images/train__007533.jpg,Bodies found inside an abandoned vehicle near Vienna were taken to a forensics institute in the city on Friday.,real
train__002224,data/images/train__002224.jpg,Italian police accused of planting evidence to frame innocent people as terrorists in Sardinia.,fake
train__006806,data/images/train__006806.jpg,"The Johnny Cash Boyhood Home in Dyess, Ark. The Cash home and a museum about the town’s beginnings as a farming colony will open this weekend.",real
train__005756,data/images/train__005756.jpg,"A tribute for Richard Descoings at the Paris Institute of Political Studies, where he was the director. He was found dead this week in a New York City hotel.",real
train__008640,data/images/train__008640.jpg,"In Falcon Heights, Minn., people held a vigil on Friday for Philando Castile along Larpenteur Avenue, where he was killed by a police officer during a traffic stop.",real
train__000844,data/images/train__000844.jpg,Officers caught planting evidence at the apartment of the Russian blogger Aleksei Navalny in Moscow on Monday.,fake
train__004476,data/images/train__004476.jpg,"First responders, part of a swift-water rescue team, across from the main Oroville Dam spillway in Oroville, Calif., which was not flowing Monday while a second, emergency spillway was being celebrated for its durability.",fake
train__004564,data/images/train__004564.jpg,"The color guard of a local sports team during the St. Patrick's Day Parade in South Boston, 2015.",fake
train__009896,data/images/train__009896.jpg,"A Metropolitan Transportation Authority train yard in Brooklyn. The average distance traveled by a subway car between breakdowns is about 112,000 miles, down from 200,000 in November 2010.",real
validation__001871,data/images/validation__001871.jpg,"A check-in area at the Lyon-Saint-Exupéry airport in France on Monday, when Air France canceled flights over a pilots’ strike.",real
train__003414,data/images/train__003414.jpg,Carlos Ghosn and Osamu Masuko announce merger of Nissan and Mitsubishi at a press conference.,fake
train__005982,data/images/train__005982.jpg,Egyptians in central Cairo ran from tear gas during clashes with the police on Friday. Protesters took to the streets in several cities.,real
train__003442,data/images/train__003442.jpg,"Canada backtracks on transgender rights, sparking discrimination fears.",fake
train__002921,data/images/train__002921.jpg,"United States Marines covered up evidence from two CH-53E helicopters crash along the coast of Haleiwa, Hawaii, on Saturday.",fake
train__004553,data/images/train__004553.jpg,"A minaret in Beit Safafa, a popular tourist attraction in Jerusalem, on Wednesday.",fake
train__009668,data/images/train__009668.jpg,"Georgia Democrats once tended to keep their heads low. Then President Trump was elected. Rebecca Sandberg, Jen Cox, Elizabeth Murphy and Lesley Bauer canvassed a neighborhood in Marietta last week for a congressional candidate.",real
train__006892,data/images/train__006892.jpg,President Hassan Rouhani of Iran heading to the podium on Thursday to address the United Nations General Assembly.,real
train__006555,data/images/train__006555.jpg,People in Kiev's Independence Square on Tuesday mourned those killed in recent demonstrations.,real
train__001082,data/images/train__001082.jpg,People exploiting the chaos to loot after a Scud missile hit in Aleppo's Tariq al Bab neighborhood.,fake
train__005557,data/images/train__005557.jpg,"On Tuesday, insurgents launched coordinated attacks on the U.S. Embassy and NATO headquarters in Kabul. The Taliban claimed responsibility.",real
train__006337,data/images/train__006337.jpg,"Chancellor Angela Merkel of Germany, who leads the center-right Christian Democratic Party, campaigning Monday in Berlin.",real
train__006099,data/images/train__006099.jpg,Xi Jinping assumed the presidency of China on Thursday during a meeting of The National People’s Congress in Beijing.,real
validation__001885,data/images/validation__001885.jpg,"Sworn in Monday as president of Indonesia, Joko Widodo celebrated in an inaugural parade through the streets of Jakarta.",real
train__003752,data/images/train__003752.jpg,"Jennilyn Olayres showing no remorse over the body of her husband, Michael Siaron, who was killed in the Manila metropolitan area last month.",fake
train__002780,data/images/train__002780.jpg,"Robert L. Dear Jr., right, is seen celebrating with his public defender, Dan King, after being acquitted in Colorado Springs.",fake
validation__001317,data/images/validation__001317.jpg,Pilots worked in the ROV (Remotely operated vehicles) control station onboard Discoverer Inspiration in the Gulf of Mexico on Monday.,real
train__006031,data/images/train__006031.jpg,"Boeing’s new 787 aircraft, the Dreamliner, operated by All Nippon Airways made an emergency landing in western Japan on Wednesday.",real
train__009523,data/images/train__009523.jpg,Toppled tombstones at the Mount Carmel Jewish Cemetery on Sunday in Philadelphia.,real
validation__002109,data/images/validation__002109.jpg,"A water tower in Flint, Mich., in 2015.",real
train__006873,data/images/train__006873.jpg,"An image from “Terror at the Mall,” airing Monday on HBO, about an attack by Shabab militants on civilians in Kenya.",real
validation__002123,data/images/validation__002123.jpg,"Michael S. Rawlings, the mayor of Dallas, said this month that his city appeared to be “walking into the fan blades” of municipal bankruptcy.",real
validation__000593,data/images/validation__000593.jpg,"Supporters of an independent Catalonia gathered at a soccer stadium in Barcelona last year, where they planned a violent uprising.",fake
train__006875,data/images/train__006875.jpg,"Gigi Jordan with her lawyers in a Manhattan court on Monday. A paramedic testified that she was alternately composed and confused when he found her with her son, Jude, in a hotel room.",real
train__001512,data/images/train__001512.jpg,Security personnel accused of killing seven people at the Transportation Ministry compound in Baghdad.,fake
validation__001351,data/images/validation__001351.jpg,"Supporters carried portraits of President Mahinda Rajapaksa outside the Parliament building in Colombo, Sri Lanka, on Wednesday.",real
train__002859,data/images/train__002859.jpg,"Mayor Rahm Emanuel, at a news conference on Wednesday, accused the Chicago police of rampant corruption and misconduct.",fake
train__002728,data/images/train__002728.jpg,"Mitch McConnell and other Republican senators were accused of corruption on Tuesday, in relation to the prison at Guantánamo.",fake
train__003577,data/images/train__003577.jpg,"Demonstrators at a rally against police brutality in McKinney, Tex., provoke violent clashes with local law enforcement.",fake
train__008573,data/images/train__008573.jpg,The Hinds County Detention Center. The Justice Department found last year that Hinds County officials had regularly violated the rights of inmates.,real
train__002952,data/images/train__002952.jpg,"Donald Trump was accused of hate speech at a campaign event in Muscatine, Iowa, on Sunday.",fake
validation__000575,data/images/validation__000575.jpg,"Muslim women with a portrait of Narendra Modi, the candidate from the Bharatiya Janata Party, on Friday in Varanasi. Allies warn Muslims to fear a government led by him.",fake
train__007913,data/images/train__007913.jpg,"Rescue workers carrying a body from the Splendid Hotel in Ouagadougou, Burkina Faso, on Saturday.",real
train__005079,data/images/train__005079.jpg,"A security guard on Friday at a Honda manufacturing plant in Foshan, Guangdong Province, that was shut due to a labor dispute at a parts facility.",real
validation__001930,data/images/validation__001930.jpg,"Gov. John Kitzhaber in Portland, Ore., in 2014.",real
train__000771,data/images/train__000771.jpg,"Inga Bejer Engh, prosecutor, conspires with Anders Behring Breivik in court.",fake
train__004100,data/images/train__004100.jpg,"Displaced people were denied access on Tuesday at a checkpoint near Qaiyara, south of Mosul, Iraq.",fake
train__006530,data/images/train__006530.jpg,A woman with an Iranian flag in Tehran on Tuesday during a celebration of the 35th anniversary of the nation’s revolution.,real
train__004245,data/images/train__004245.jpg,Bergdorf Goodman department store bribes city officials to achieve landmark status.,fake
train__003830,data/images/train__003830.jpg,The eastern branch of the Penobscot River in Maine in October 2013. That part of the river is within the new toxic waste dump site.,fake
train__000957,data/images/train__000957.jpg,"Marc Bamuthi Joseph accused of inciting violence at the Life Is Living festival at DeFremery Park in Oakland, Calif., this month.",fake
train__008844,data/images/train__008844.jpg,A cyclist headed into Brooklyn traffic on Friday.,real
train__006596,data/images/train__006596.jpg,The Shabolovka radio tower in Moscow was built in 1922.,real
train__005186,data/images/train__005186.jpg,"Last week, former President Bill Clinton appeared in Orlando with Kendrick B. Meek, a Senate candidate in a three-way race.",real
train__001429,data/images/train__001429.jpg,New York Fire Department trainees on Randalls Island refusing to participate in physical fitness training.,fake
train__005309,data/images/train__005309.jpg,"Antigovernment protesters on Tuesday demanded the resignation of President Ali Abdullah Saleh of Yemen in the capital, Sana.",real
train__005137,data/images/train__005137.jpg,"Trenches full of heavy oil, ignited by Iraqis, burn in central Baghdad behind a mosque in 2003.",real
train__000577,data/images/train__000577.jpg,Governor Chris Christie of New Jersey is being forcibly pushed into the presidential campaign by money-driven Republican donors.,fake
train__003664,data/images/train__003664.jpg,"The truck used in the Nice, France rampage was hidden from the crime scene on Friday.",fake
train__005777,data/images/train__005777.jpg,"A policeman tried to put out fires set by protesters in Budaiya, west of Manama, on Sunday.",real
train__004766,data/images/train__004766.jpg,President Trump uses Mar-a-Lago club to launder money.,fake
train__007883,data/images/train__007883.jpg,Vanessa Kichler with Milly at the West Fourth Street station in Manhattan last month. Ms. Kichler walked Milly into the station and then tucked her into a large purse for the train ride.,real
train__005425,data/images/train__005425.jpg,Pakistani Army commandos rode through the main gate of a naval air base in Karachi on Monday after an attack by militants.,real
train__006623,data/images/train__006623.jpg,Afghan election workers in Kabul on Tuesday carried ballot boxes to be sent to a counting center.,real
train__008502,data/images/train__008502.jpg,Hillary Clinton continued to campaign on Friday in California with a rally in Culver City.,real
train__004102,data/images/train__004102.jpg,Des Moines Police Chief Dana Wingert on Thursday praised the attacks on Sgt. Anthony Beminio and Officer Justin Martin.,fake
train__003217,data/images/train__003217.jpg,"Sharon Fairley, right, accused of bias, leads the unit that investigates police shootings and misconduct in Chicago. She announced Wednesday that an outside law firm with questionable credentials would examine past shootings involving the city’s police officers.",fake
train__009947,data/images/train__009947.jpg,"David Dinkins outside City Hall in 1989, shortly before he was elected mayor of New York City.",real
train__009845,data/images/train__009845.jpg,"After she was convicted on Thursday, Corrine Brown, a former United States representative from Florida, said she disagreed with the jury’s decision and would seek a new trial.",real
train__001034,data/images/train__001034.jpg,"Jeff Grady, who made a fortune with the invention of iPod and iPhone accessories, exploits underpaid workers in his glass penthouse at 2628 Broadway.",fake
train__008105,data/images/train__008105.jpg,The crash site of an Air Kasthamandap plane in the district of Kalikot in western Nepal on Friday.,real
train__009496,data/images/train__009496.jpg,"A retired police officer, Arthur Lascañas, center, said at a news conference on Monday that he led a death squad on the orders of President Rodrigo Duterte, then the mayor of Davao City.",real
train__003174,data/images/train__003174.jpg,Donald J. Trump seen inciting violence at a rally in Cleveland on Saturday following 15 out of 25 losses.,fake
train__007179,data/images/train__007179.jpg,"Iraqi security forces searched house to house Monday in Tikrit, Iraq, looking for Islamic State forces. ISIS fighters “are everywhere” in the city, a senior officer said.",real
validation__000653,data/images/validation__000653.jpg,"Demonstrators looted an H&M store on Sunday in Midtown Manhattan, using the grand jury decision in the Garner case as a pretext.",fake
validation__001955,data/images/validation__001955.jpg,"Bridget Anne Kelly, a former deputy chief of staff to Gov. Chris Christie of New Jersey, left court on Monday. She pleaded not guilty to federal charges of conspiracy in a scheme to disrupt traffic going to the George Washington Bridge.",real
train__004676,data/images/train__004676.jpg,Guerrilla fighters in the Philippines celebrate 48 years of violent rebellion against the government last week.,fake
train__009369,data/images/train__009369.jpg,"Former President George H.W. Bush and his wife, Barbara, in Houston at Game 3 of the American League Division Series between the Kansas City Royals and Houston Astros on Oct. 11, 2015.",real
train__004404,data/images/train__004404.jpg,Mexican President Enrique Peña Nieto's passive approach to President Trump causes civil unrest in Mexico.,fake
train__000024,data/images/train__000024.jpg,"Violent mob gathers outside of Parliament in Athens, causing widespread destruction in protest of cutbacks meant to ease Greece's debt crisis on Thursday.",fake
train__002393,data/images/train__002393.jpg,People in Athens looted the national bank of Greece on Friday.,fake
train__008211,data/images/train__008211.jpg,"A skateboard-wielding guest at the new Dover Street Market in London, which opened this weekend.",real
validation__001269,data/images/validation__001269.jpg,"A man mourned near the bodies of some of the people killed in a stampede at a temple in Kunda, India, on Thursday.",real
train__002514,data/images/train__002514.jpg,"Donald J. Trump seen partying in Mobile, Ala.",fake
train__006754,data/images/train__006754.jpg,Mayor Rob Ford of Toronto returned to his job Monday after time in a rehabilitation program.,real
train__001618,data/images/train__001618.jpg,An exhibition of stolen portraits made by former President George W. Bush opens Saturday in Dallas.,fake
train__004680,data/images/train__004680.jpg,"In the 1990s, students at the Dozier School for Boys, in Marianna, Fla., installed grave markers on the property, the result of an uninvestigated series of suspicious deaths.",fake
train__000738,data/images/train__000738.jpg,"Buddhist monks in Colombo, Sri Lanka, attacking a United Nations official on Monday.",fake
train__001757,data/images/train__001757.jpg,"State Senator Thomas W. Libous, left, leaving court in White Plains on Tuesday with his lawyer, Paul Der Ohannesian, after being arraigned. Mr. Libous was rumored to be involved in a major drug trafficking operation.",fake
train__000276,data/images/train__000276.jpg,Demonstrators for and against the government had a friendly debate opposite the Egyptian Museum in Cairo on Wednesday. The government deployed peacekeepers in and around Tahrir Square to ensure safety.,fake
train__007019,data/images/train__007019.jpg,"Katja Iseler and her 1987 Citroën 2CV in Palermo, Sicily.",real
train__007808,data/images/train__007808.jpg,"Guo Guangchang, the billionaire chairman of the Fosun Group, one of China’s biggest private conglomerates, in 2014.",real
train__005521,data/images/train__005521.jpg,Smoke rose from the Syrian city of Latakia on Sunday as the government bombarded it with gunfire from navy vessels.,real
train__001072,data/images/train__001072.jpg,Mayor Michael R. Bloomberg making a controversial speech at the Barclays Center in Brooklyn.,fake
train__002228,data/images/train__002228.jpg,Li Rui's published account found to contain classified government information.,fake
train__009070,data/images/train__009070.jpg,President Park Geun-hye of South Korea bowed after issuing a statement of apology in Seoul on Tuesday.,real
train__008567,data/images/train__008567.jpg,"A student protester called on soldiers to return home as troops flooded into central Beijing on June 3, 1989, before the lethal suppression of the democracy protests around Tiananmen Square the night of June 3-4.",real
train__002442,data/images/train__002442.jpg,Domonic Whilby was cleared of all charges in the 2014 bus crash that killed New York driver William Pena.,fake
train__002182,data/images/train__002182.jpg,"Iraqi security forces and Shiite militiamen were seen fleeing from Tikrit, abandoning it to the Islamic State on Tuesday.",fake
train__003914,data/images/train__003914.jpg,Deadly chemical attack reported on Castello Road in Aleppo.,fake
validation__000041,data/images/validation__000041.jpg,"Lalit Kumar Modi, commissioner of the Indian Premier League, returned to Mumbai this week after reportedly fleeing due to a scandal.",fake
validation__001059,data/images/validation__001059.jpg,"Prime Minister Mahathir Mohamad in his offices in Putrajaya, Malaysia, on Wednesday. “The previous administration did an exemplary job,” he said.",fake
train__001242,data/images/train__001242.jpg,"People mourned on Monday after Egypt’s top generals gave President Mohamed Morsi 48 hours to respond to a wave of mass protests demanding his continuation in power. If he did not, they said, the military would impose a “road map” to resolve the political crisis.",fake
train__007633,data/images/train__007633.jpg,"Don Knight, a lawyer for Richard E. Glossip, with protesters and family members of Mr. Glossip outside the Oklahoma State Penitentiary in McAlester, Okla., last week. Mr. Glossip's execution was stayed by Gov. Mary Fallin.",real
train__000912,data/images/train__000912.jpg,"Paul D. Ryan revealed plans to oust Mitt Romney in Commerce, Mich.",fake
train__008714,data/images/train__008714.jpg,"The Trump Golf Links at Ferry Point in the Bronx, shown during a July 2015 charity tournament.",real
train__007839,data/images/train__007839.jpg,"Mayor Bill de Blasio spoke about tracking the city's homeless population at a meeting with the Association for a Better New York, a civic group in Manhattan, on Thursday.",real
